player_id,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
50393,김동욱,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
50304,김병휘,키움,0.200,13,11,10,5,2,0,0,0,2,0,0,0
67828,김성민,키움,-,5,0,0,0,0,0,0,0,0,0,0,0
51301,김성진,키움,-,3,0,0,0,0,0,0,0,0,0,0,0
68346,김수환,키움,0.220,13,44,41,5,9,2,0,2,17,5,0,1
65898,김웅빈,키움,0.241,97,279,232,24,56,13,1,6,89,35,2,2
65304,김은성,키움,0.278,6,18,18,1,5,3,0,0,8,2,0,0
67391,김재웅,키움,-,3,0,0,0,0,0,0,0,0,0,0,0
62332,김재현,키움,0.217,39,51,46,2,10,7,0,0,17,8,2,0
65392,김정인,키움,-,3,0,0,0,0,0,0,0,0,0,0,0
69306,김주형,키움,0.180,36,70,50,5,9,3,0,0,12,5,3,0
62360,김태훈,키움,-,5,0,0,0,0,0,0,0,0,0,0,0
67304,김혜성,키움,0.304,144,635,559,99,170,20,3,3,205,66,0,10
51344,김휘집,키움,0.129,34,89,70,9,9,1,0,1,13,8,3,1
60336,문성현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
50365,문찬종,키움,0.143,13,17,14,0,2,0,0,0,2,1,0,0
50397,박관진,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
79365,박동원,키움,0.249,131,481,413,61,103,21,0,22,190,83,5,3
75125,박병호,키움,0.227,118,477,409,48,93,23,0,20,176,76,0,7
66305,박승주,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
62353,박정음,키움,0.000,70,18,14,19,0,0,0,0,0,1,0,1
50357,박주홍,키움,0.106,23,56,47,4,5,2,0,0,7,3,0,0
64657,박준태,키움,0.196,27,58,46,10,9,3,0,0,12,4,0,0
68305,변상권,키움,0.239,72,171,159,19,38,5,4,0,51,20,0,3
65357,송성문,키움,0.249,66,274,245,30,61,10,1,6,91,33,2,1
65362,송우현,키움,0.296,69,282,250,34,74,17,2,3,104,42,1,1
50312,신준우,키움,0.167,56,51,42,7,7,3,0,0,10,4,1,1
61268,양현,키움,-,4,0,0,0,0,0,0,0,0,0,0,0
68330,예진원,키움,0.158,52,132,114,16,18,6,1,1,29,8,3,1
74359,오주원,키움,-,2,0,0,0,0,0,0,0,0,0,0,0
69399,윤정현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
69366,이명기,키움,0.167,3,8,6,0,1,0,0,0,1,1,0,0
67603,이승호,키움,-,3,0,0,0,0,0,0,0,0,0,0,0
74163,이용규,키움,0.296,133,547,459,88,136,16,8,1,171,43,6,6
67341,이정후,키움,0.36,123,544,464,78,167,42,6,7,242,84,0,9
67341,이정후,키움,0.360,123,544,464,78,167,42,6,7,242,84,0,9
51302,이주형,키움,0.100,5,11,10,1,1,0,0,1,4,3,0,0
79456,이지영,키움,0.275,108,258,233,29,64,5,1,0,71,31,2,3
64340,임지열,키움,0.120,19,30,25,5,3,0,0,0,3,0,0,0
51359,장재영,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
65586,전병우,키움,0.187,115,261,214,35,40,8,0,6,66,31,4,1
63342,조상우,키움,-,4,0,0,0,0,0,0,0,0,0,0,0
69360,조영건,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
51309,크레익,키움,0.248,61,247,222,25,55,12,0,6,85,30,0,1
51324,프레이타스,키움,0.259,43,148,139,13,36,10,0,2,52,14,0,1
65399,허정협,키움,0.156,29,52,45,5,7,0,0,0,7,2,0,0
